100|2
103|2
105|6
106|1
107|5
108|6
109|4
110|1
118|1
150|5
158|26
159|18
169|1
225|2
401|2
406|4
407|2
408|7
409|5
410|1
485|1
494|1
525|1
705|6
706|6
708|1
738|3
754|5
756|40
758|22
765|4
794|7
795|5
1003|1
1006|1
1061|61
1069|1
1077|1
1094|2
1095|2
1338|3
1348|3
1356|9
1358|22
1365|22
1392|4
1393|5
1394|8
1401|1
1429|5
1430|1
1639|1
1640|1
1692|1
1695|3
1696|10
1938|1
1944|1
1961|9
1992|8
1993|2
1994|15
1996|1
1998|57
1999|5
2000|3
2001|9
2242|23
2245|28
2263|5
2279|1
2292|1
2293|7
2294|5
2295|2
2297|14
2299|10
2301|2
2542|1
2543|2
2544|68
2547|37
2548|2
2553|2
2580|1
2594|37
2595|1
2596|2
2598|1
2599|4
2843|1
2845|35
2848|9
2849|13
2865|1
2898|1
2929|1
3078|2
3112|1
3142|3
3143|53
3144|4
3145|17
3148|13
3149|4
3152|1
3153|1
3156|2
3230|1
3443|1
3446|39
3447|11
3448|35
3472|2
3475|9
3495|1
3530|1
3531|3
3745|27
3746|48
3752|7
3830|1
3837|1
4035|1
4048|12
4050|22
4051|6
4053|1
4059|1
4060|2
4076|1
4077|4
4129|2
4130|1
4139|8
4141|3
4145|4
4335|2
4344|2
4345|2
4346|24
4347|7
4348|30
4351|5
4352|3
4353|6
4355|17
4356|1
4363|2
4436|2
4438|1
4439|10
4441|9
4442|2
4636|3
4637|1
4644|1
4651|24
4652|8
4653|5
4655|2
4656|4
4674|1
4730|2
4738|2
4739|5
4741|3
4742|7
4935|3
4936|3
4937|2
4943|4
4946|128
4947|25
4948|33
4949|8
4952|13
4957|18
4965|15
5029|15
5036|3
5038|38
5040|1
5209|7
5237|17
5250|22
5252|3
5255|32
5258|17
5259|21
5260|33
5264|12
5267|16
5269|1
5273|1
5309|2
5335|4
5338|3
5340|1
5341|2
5342|2
5343|2
5537|4
5550|2
5551|1
5553|27
5554|7
5556|4
5557|7
5559|3
5560|4
5564|14
5565|9
5567|9
5568|31
5571|1
5615|1
5635|1
5636|79
5637|2
5638|3
5639|17
5640|54
5641|1
5644|2
5838|1
5841|2
5848|17
5850|223
5851|10
5853|15
5854|15
5855|17
5856|16
5857|14
5860|6
5861|11
5864|10
5865|16
5866|6
5868|12
5870|11
5872|32
5874|9
5891|2
5913|27
5914|1
5934|2
5936|10
5937|7
5938|5
5941|15
5944|10
6137|1
6148|6
6150|5
6152|2
6153|15
6156|1
6158|8
6161|23
6162|1
6166|7
6169|20
6172|2
6174|14
6175|12
6176|32
6179|10
6212|1
6215|1
6235|11
6236|31
6238|7
6241|2
6242|6
6436|1
6438|1
6446|2
6447|9
6448|3
6449|1
6450|22
6451|3
6452|10
6453|1
6454|31
6457|21
6458|1
6459|20
6460|25
6461|3
6463|9
6464|26
6466|12
6468|60
6471|12
6472|1
6476|13
6477|69
6483|1
6484|1
6509|12
6542|2
6736|1
6738|1
6748|22
6750|81
6751|16
6753|4
6754|1
6755|14
6757|13
6758|41
6761|29
6765|4
6771|16
6773|8
6774|7
6780|17
6810|2
6811|1
6820|14
6828|1
6841|1
7036|2
7037|1
7038|1
7046|1
7047|1
7050|49
7052|32
7053|1
7054|16
7057|18
7062|3
7064|7
7066|2
7068|1
7069|17
7070|1
7072|15
7073|2
7074|27
7075|10
7077|3
7081|8
7082|7
7084|29
7085|1
7091|2
7114|1
7115|4
7123|3
7126|3
7127|1
7128|2
7129|3
7139|6
7226|18
7336|1
7348|32
7349|1
7351|16
7353|9
7354|14
7358|2
7359|22
7361|25
7363|11
7366|1
7372|6
7375|36
7377|2
7378|11
7379|9
7380|1
7382|3
7383|4
7384|6
7385|6
7388|20
7390|1
7409|5
7411|2
7414|1
7415|4
7416|3
7417|1
7418|1
7424|10
7429|1
7440|12
7637|1
7638|1
7646|1
7648|2
7652|12
7654|3
7655|19
7656|12
7658|8
7659|17
7663|4
7664|27
7670|5
7672|23
7677|8
7679|6
7681|13
7682|3
7684|5
7686|18
7688|13
7689|21
7710|1
7723|2
7724|2
7936|2
7937|1
7939|1
7944|1
7948|17
7949|65
7951|47
7952|34
7953|6
7954|25
7957|24
7959|4
7961|15
7962|3
7963|7
7967|25
7971|16
7973|17
7975|27
7977|4
7979|7
7980|17
7981|16
7983|12
7984|1
7985|23
7987|10
7988|6
7990|8
7991|4
7992|22
8011|1
8013|1
8017|2
8018|7
8022|26
8023|6
8024|1
8025|1
8026|7
8237|1
8238|1
8245|1
8246|1
8247|3
8248|1
8252|3
8253|5
8257|2
8258|13
8259|12
8262|2
8264|17
8265|23
8267|13
8268|24
8270|28
8272|16
8273|2
8274|4
8276|21
8277|7
8278|7
8280|6
8281|2
8284|11
8286|24
8288|25
8289|5
8290|2
8291|5
8292|11
8295|25
8311|7
8314|1
8318|1
8326|10
8538|2
8539|1
8543|1
8544|2
8545|2
8548|2
8551|1
8554|28
8555|14
8556|21
8560|3
8561|4
8566|1
8568|6
8570|17
8571|1
8575|23
8579|8
8581|6
8582|16
8583|2
8586|9
8587|4
8588|8
8589|9
8590|8
8592|21
8593|4
8594|27
8596|7
8597|15
8622|1
8623|1
8625|1
8626|1
8634|10
8635|4
8843|1
8844|1
8845|1
8848|1
8853|47
8854|34
8857|21
8858|19
8859|12
8860|5
8861|15
8862|1
8865|1
8868|37
8870|9
8872|6
8873|12
8875|16
8880|12
8881|1
8883|23
8886|30
8887|18
8891|7
8892|21
8893|8
8894|5
8895|7
8897|12
8898|3
8922|1
8923|1
8924|1
8925|2
8933|17
8934|2
8935|2
9138|3
9139|2
9140|1
9147|2
9148|2
9149|1
9151|47
9154|57
9155|1
9156|7
9157|7
9159|5
9161|4
9167|10
9168|13
9170|17
9171|11
9173|10
9174|2
9175|20
9180|21
9181|3
9182|6
9185|30
9186|2
9187|26
9189|14
9191|1
9193|77
9196|1
9199|6
9201|2
9203|7
9204|1
9222|3
9224|1
9232|8
9233|3
9234|2
9235|3
9427|1
9428|1
9438|2
9442|1
9446|6
9453|48
9457|3
9458|15
9459|14
9461|5
9462|5
9464|2
9466|37
9467|9
9472|5
9474|6
9478|14
9479|15
9480|72
9485|10
9488|15
9490|7
9491|10
9492|1
9495|2
9496|9
9498|1
9499|4
9501|7
9502|8
9503|8
9504|8
9524|7
9525|12
9527|1
9531|4
9532|1
9533|17
9534|4
9535|6
9727|1
9739|5
9741|1
9743|1
9744|1
9747|1
9748|1
9752|31
9755|2
9756|9
9757|8
9758|2
9759|11
9761|14
9762|3
9764|26
9765|26
9766|6
9768|1
9769|13
9770|49
9771|8
9773|23
9774|17
9776|1
9781|1
9785|22
9786|14
9787|12
9788|32
9792|19
9795|3
9796|21
9798|6
9799|9
9800|27
9801|1
9805|17
9806|8
9807|2
9809|1
9833|4
9834|2
10039|5
10040|1
10052|176
10054|36
10055|3
10056|6
10058|9
10059|1
10060|18
10063|35
10064|7
10065|14
10068|18
10069|14
10073|2
10079|23
10080|1
10084|3
10089|13
10090|21
10094|14
10097|8
10098|7
10099|13
10101|21
10102|2
10103|10
10107|1
10108|1
10109|9
10122|2
10127|2
10276|1
10350|5
10352|139
10353|10
10355|18
10356|21
10358|5
10359|12
10361|14
10364|10
10366|9
10368|1
10369|24
10370|20
10371|21
10372|2
10373|29
10379|1
10380|10
10385|37
10387|51
10389|1
10392|1
10395|8
10396|3
10397|2
10399|9
10402|2
10403|1
10404|9
10405|1
10406|17
10407|3
10408|4
10409|3
10410|12
10411|25
10433|26
10652|37
10653|1
10654|16
10658|4
10660|12
10661|13
10663|19
10666|22
10669|1
10670|16
10671|9
10672|11
10673|7
10674|23
10677|9
10678|12
10679|22
10680|4
10681|9
10683|9
10684|28
10685|4
10686|15
10689|1
10690|11
10694|12
10695|5
10697|12
10699|1
10700|5
10701|9
10702|8
10703|14
10704|17
10705|1
10706|4
10708|9
10712|9
10716|1
10723|3
10724|6
10725|1
10726|2
10727|1
10734|10
10950|1
10953|8
10954|3
10955|30
10959|6
10960|13
10961|1
10963|19
